===============================================
MyPinTool analysis results: 
Number of instructions: 6012741
                  btowc       libc.so.6       7fbb5362eef0          256         8192
           handle_intel       libc.so.6       7fbb5362cea0            2           98
       intel_check_word       libc.so.6       7fbb5362cbe0            4          850
          __strstr_sse2       libc.so.6       7fbb5362bbd0            1           25
              strchrnul       libc.so.6       7fbb5361e960           41         1015
          __memcpy_sse2       libc.so.6       7fbb5361d420           12          241
         __mempcpy_sse2       libc.so.6       7fbb536183b0           66         1281
                 memset       libc.so.6       7fbb53618260           15          587
            __GI_memcmp       libc.so.6       7fbb53617c30           41          857
           __GI_strrchr       libc.so.6       7fbb53617150            1          106
                 strlen       libc.so.6       7fbb53615400           73         1316
     __default_morecore       libc.so.6       7fbb536120c0            2           16
       realloc_hook_ini       libc.so.6       7fbb53610860            1            8
        malloc_hook_ini       libc.so.6       7fbb53610820            1           11
   ptmalloc_init.part.8       libc.so.6       7fbb536103f0            1          622
          __libc_calloc       libc.so.6       7fbb5360fe20            7          581
         __libc_realloc       libc.so.6       7fbb5360f9a0            2           48
                  cfree       libc.so.6       7fbb5360f910           63          753
                 malloc       libc.so.6       7fbb5360f4d0           44         1893
            _int_malloc       libc.so.6       7fbb5360d0b0           50         6906
              _int_free       libc.so.6       7fbb5360c540           39         3342
     malloc_consolidate       libc.so.6       7fbb5360bee0            5          495
      malloc_init_state       libc.so.6       7fbb5360aff0            1          648
     _IO_unsave_markers       libc.so.6       7fbb5360a450            1            5
            _IO_cleanup       libc.so.6       7fbb53609ee0            1          102
    _IO_flush_all_lockp       libc.so.6       7fbb53609c60            1           88
     _IO_default_finish       libc.so.6       7fbb53609b10            1           14
            _IO_no_init       libc.so.6       7fbb53609a30            1           33
           _IO_old_init       libc.so.6       7fbb53609980            1           25
     _IO_default_setbuf       libc.so.6       7fbb53609860            1           29
              _IO_sgetn       libc.so.6       7fbb536097a0            7           21
     _IO_default_xsputn       libc.so.6       7fbb536096d0            1          235
         _IO_doallocbuf       libc.so.6       7fbb53609640            2           26
               _IO_setb       libc.so.6       7fbb536095c0            4           91
            __underflow       libc.so.6       7fbb53609430            1           22
             __overflow       libc.so.6       7fbb53609400           26          156
 _IO_switch_to_get_mode       libc.so.6       7fbb53609350            1           20
            _IO_link_in       libc.so.6       7fbb53608ee0            2          107
            _IO_un_link       libc.so.6       7fbb53608c90            3          114
      _IO_file_overflow       libc.so.6       7fbb536089b0           55         1628
     _IO_file_underflow       libc.so.6       7fbb53608750            1           40
           _IO_do_write       libc.so.6       7fbb53608720           16          187
         _IO_file_fopen       libc.so.6       7fbb536081f0            1           70
          _IO_file_open       libc.so.6       7fbb53608140            1           32
        _IO_file_finish       libc.so.6       7fbb536080c0            1            8
      _IO_file_close_it       libc.so.6       7fbb53607f40            1           48
          _IO_file_init       libc.so.6       7fbb53607f10            1           13
        _IO_file_xsputn       libc.so.6       7fbb53607d70           64         4310
          _IO_file_read       libc.so.6       7fbb53607d50            1            4
        _IO_file_xsgetn       libc.so.6       7fbb53607a20            7          259
         _IO_file_write       libc.so.6       7fbb53607890           15          540
          _IO_file_stat       libc.so.6       7fbb53607880            2            8
           new_do_write       libc.so.6       7fbb53606f50           15          570
        _IO_file_setbuf       libc.so.6       7fbb53606ec0            1           15
         _IO_file_close       libc.so.6       7fbb53606eb0            1            2
          _IO_file_sync       libc.so.6       7fbb53606df0            7           91
                  fread       libc.so.6       7fbb535fd8d0            7          385
                  fopen       libc.so.6       7fbb535fd520            1            2
       __fopen_internal       libc.so.6       7fbb535fd470            1           39
     __fopen_maybe_mmap       libc.so.6       7fbb535fd430            1            4
             _IO_fflush       libc.so.6       7fbb535fcf20            6          252
                 fclose       libc.so.6       7fbb535fca50            1           75
    _IO_file_doallocate       libc.so.6       7fbb535fc930            2           99
                 printf       libc.so.6       7fbb535e3ec0           15          339
            __printf_fp       libc.so.6       7fbb535df010            3         2777
       hack_digit.13631       libc.so.6       7fbb535dee50           25         1096
               vfprintf       libc.so.6       7fbb535d9970           15         6734
             _itoa_word       libc.so.6       7fbb535d9790           23          566
   __mpn_extract_double       libc.so.6       7fbb535d90e0            3           63
            __mpn_mul_1       libc.so.6       7fbb535d8440           26          532
           __mpn_rshift       libc.so.6       7fbb535d7f30            5           85
           __mpn_lshift       libc.so.6       7fbb535d7e20            3           45
           __mpn_divrem       libc.so.6       7fbb535d79d0           18          858
              __mpn_cmp       libc.so.6       7fbb535d7930            3           33
__GI_____strtol_l_internal       libc.so.6       7fbb535cc4d0            1          102
                strtoll       libc.so.6       7fbb535cc470            1            5
      __drand48_iterate       libc.so.6       7fbb535cc3f0            8          165
              erand48_r       libc.so.6       7fbb535cc1d0            8          264
                erand48       libc.so.6       7fbb535cc0c0            8           56
       __call_tls_dtors       libc.so.6       7fbb535cb5d0            1           12
         __cxa_finalize       libc.so.6       7fbb535cb350            5          381
           __cxa_atexit       libc.so.6       7fbb535cb2c0           10          220
           __new_exitfn       libc.so.6       7fbb535cb100           10          440
                   exit       libc.so.6       7fbb535cb090            1            4
    __run_exit_handlers       libc.so.6       7fbb535caf80            1          210
                 getenv       libc.so.6       7fbb535ca620           12         6960
                _setjmp       libc.so.6       7fbb535c8310            8           16
          __sigjmp_save       libc.so.6       7fbb535c82d0            8           72
            __sigsetjmp       libc.so.6       7fbb535c8270            8          144
                  isnan       libc.so.6       7fbb535c7890            3           21
                __isinf       libc.so.6       7fbb535c7850            3           39
           __ctype_init       libc.so.6       7fbb535c1910            8          136
            __uselocale       libc.so.6       7fbb535c0f50            2           44
            __newlocale       libc.so.6       7fbb535c0670            1           40
    __gconv_btwoc_ascii       libc.so.6       7fbb535b7f40          128          640
     __get_cpu_features       libc.so.6       7fbb535b50d0            1            5
      __libc_start_main       libc.so.6       7fbb535b4af0            1           60
                  _init       libc.so.6       7fbb535b4940            1          101
         init_cacheinfo       libc.so.6       7fbb535b46d0            1          144
                   .plt       libc.so.6       7fbb535b2480            0            4
                  _fini libpthread.so.0       7fbb539528d4            1            3
           elision_init libpthread.so.0       7fbb539522c0            1           14
     __get_cpu_features libpthread.so.0       7fbb539522a0            1            6
    __init_cpu_features libpthread.so.0       7fbb53952050            1           70
 pthread_getaffinity_np libpthread.so.0       7fbb53950cc0            1           20
       __libc_sigaction libpthread.so.0       7fbb53950a00            2          132
_pthread_cleanup_pop_restore libpthread.so.0       7fbb5394f480           17          136
_pthread_cleanup_push_defer libpthread.so.0       7fbb5394f420           17          238
           pthread_once libpthread.so.0       7fbb5394e420           32          176
    pthread_setspecific libpthread.so.0       7fbb5394df70            2           68
     pthread_key_delete libpthread.so.0       7fbb5394deb0            1           14
   __pthread_key_create libpthread.so.0       7fbb5394de50            1           19
 __pthread_mutex_unlock libpthread.so.0       7fbb5394c610            2            4
__pthread_mutex_unlock_usercnt libpthread.so.0       7fbb5394c530            2           64
   __pthread_mutex_lock libpthread.so.0       7fbb5394b290            2           68
pthread_attr_setdetachstate libpthread.so.0       7fbb5394aba0            1            5
      pthread_attr_init libpthread.so.0       7fbb5394aad0            1           31
           pthread_self libpthread.so.0       7fbb5394a790            1            2
         pthread_create libpthread.so.0       7fbb53949310            7         1526
           start_thread libpthread.so.0       7fbb53949010            7          266
   do_clone.constprop.3 libpthread.so.0       7fbb53948280            7          224
__pthread_initialize_minimal libpthread.so.0       7fbb53947b30            1          161
            frame_dummy libpthread.so.0       7fbb53947990            1            3
  __do_global_dtors_aux libpthread.so.0       7fbb53947950            1           12
     register_tm_clones libpthread.so.0       7fbb53947910            1           13
   deregister_tm_clones libpthread.so.0       7fbb539478e0            1            9
                   .plt libpthread.so.0       7fbb53946540           14          112
                  _init libpthread.so.0       7fbb53946530            1            4
                  .fini   libgcc_s.so.1       7fbb53b71668            1            3
   __cpu_indicator_init   libgcc_s.so.1       7fbb53b62150            1           81
                  .text   libgcc_s.so.1       7fbb53b61fd0            0           93
                   .plt   libgcc_s.so.1       7fbb53b61d00            1            5
                  _init   libgcc_s.so.1       7fbb53b61cd8            1            6
                  .fini    libgomp.so.1       7fbb53d81350            1            3
     omp_get_thread_num    libgomp.so.1       7fbb53d7e010           18           72
    omp_get_num_threads    libgomp.so.1       7fbb53d7dfe0            7           49
      GOMP_parallel_end    libgomp.so.1       7fbb53d7df90           16           48
    GOMP_parallel_start    libgomp.so.1       7fbb53d7df60           16          304
   GOMP_loop_end_nowait    libgomp.so.1       7fbb53d7cda0            8            8
 GOMP_loop_dynamic_next    libgomp.so.1       7fbb53d7ca10            8            8
GOMP_loop_dynamic_start    libgomp.so.1       7fbb53d7c1c0            8          576
    omp_get_max_threads    libgomp.so.1       7fbb53d7b440            2           18
    omp_set_num_threads    libgomp.so.1       7fbb53d7b210            2           28
                  .text    libgomp.so.1       7fbb53d7a030            0          427
                   .plt    libgomp.so.1       7fbb53d79d90           14          143
                  _init    libgomp.so.1       7fbb53d79d68            1            6
                  _fini       libm.so.6       7fbb53ff7c38            1            3
           __ceil_sse41       libm.so.6       7fbb53f9f440            2            4
            frame_dummy       libm.so.6       7fbb53f8ac30            1            3
  __do_global_dtors_aux       libm.so.6       7fbb53f8abf0            1           12
     register_tm_clones       libm.so.6       7fbb53f8abb0            1           13
   deregister_tm_clones       libm.so.6       7fbb53f8ab80            1            9
                   .plt       libm.so.6       7fbb53f8a680            1            6
                  _init       libm.so.6       7fbb53f8a660            1            6
                  .fini  libstdc++.so.6       7fbb54370c1c            1            3
_ZNSt14error_categoryC2Ev  libstdc++.so.6       7fbb54363c80            3           12
_ZNSt14error_categoryD1Ev  libstdc++.so.6       7fbb54363af0            3           12
_ZNKSt8__detail20_Prime_rehash_policy11_M_next_bktEm  libstdc++.so.6       7fbb543632f0            2           50
 _ZSt15future_categoryv  libstdc++.so.6       7fbb543630f0            1           21
_ZSt9has_facetISt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEEbRKSt6locale  libstdc++.so.6       7fbb54354e10            4           84
_ZSt9has_facetISt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEEbRKSt6locale  libstdc++.so.6       7fbb54354dc0            4           84
_ZSt9has_facetISt5ctypeIwEEbRKSt6locale  libstdc++.so.6       7fbb54354c80            4           84
_ZSt9use_facetISt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEERKT_RKSt6locale  libstdc++.so.6       7fbb54353b80            4           76
_ZSt9use_facetISt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEERKT_RKSt6locale  libstdc++.so.6       7fbb54353b30            4           76
_ZSt9use_facetISt5ctypeIwEERKT_RKSt6locale  libstdc++.so.6       7fbb54352f20            4           76
  _ZNSt8messagesIwEC1Em  libstdc++.so.6       7fbb54352a90            1           19
_ZNSt11__timepunctIwEC2EPSt17__timepunct_cacheIwEm  libstdc++.so.6       7fbb543522c0            1           22
_ZNSt13basic_ostreamIwSt11char_traitsIwEE5flushEv  libstdc++.so.6       7fbb54348b70            3           42
          _ZNSo5flushEv  libstdc++.so.6       7fbb54346930            3           42
_ZN9__gnu_cxx18stdio_sync_filebufIwSt11char_traitsIwEE4syncEv  libstdc++.so.6       7fbb54346020            3            6
_ZN9__gnu_cxx18stdio_sync_filebufIcSt11char_traitsIcEE4syncEv  libstdc++.so.6       7fbb54346010            3            6
_ZSt9has_facetISt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEEbRKSt6locale  libstdc++.so.6       7fbb5433a310            4           84
_ZSt9has_facetISt7num_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEEbRKSt6locale  libstdc++.so.6       7fbb5433a2c0            4           84
_ZSt9has_facetISt5ctypeIcEEbRKSt6locale  libstdc++.so.6       7fbb5433a180            4           84
_ZSt9use_facetISt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEERKT_RKSt6locale  libstdc++.so.6       7fbb54339570            4           76
_ZSt9use_facetISt7num_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEERKT_RKSt6locale  libstdc++.so.6       7fbb54339520            4           76
_ZSt9use_facetISt5ctypeIcEERKT_RKSt6locale  libstdc++.so.6       7fbb54338700            4           76
  _ZNSt8messagesIcEC1Em  libstdc++.so.6       7fbb54338270            1           19
_ZNSt11__timepunctIcEC2EPSt17__timepunct_cacheIcEm  libstdc++.so.6       7fbb54337aa0            1           22
_ZNSt9basic_iosIwSt11char_traitsIwEE4initEPSt15basic_streambufIwS1_E  libstdc++.so.6       7fbb5432fe40            4           88
_ZNSt9basic_iosIwSt11char_traitsIwEE15_M_cache_localeERKSt6locale  libstdc++.so.6       7fbb5432fd00            4          120
_ZNSt9basic_iosIcSt11char_traitsIcEE4initEPSt15basic_streambufIcS1_E  libstdc++.so.6       7fbb5432f6e0            4           88
_ZNSt9basic_iosIcSt11char_traitsIcEE15_M_cache_localeERKSt6locale  libstdc++.so.6       7fbb5432f5a0            4          120
_ZNSt6locale5facet18_S_create_c_localeERP15__locale_structPKcS2_  libstdc++.so.6       7fbb5432edf0            1            9
_ZNSt11__timepunctIwE23_M_initialize_timepunctEP15__locale_struct  libstdc++.so.6       7fbb5432dd50            1          105
_ZNSt11__timepunctIcE23_M_initialize_timepunctEP15__locale_struct  libstdc++.so.6       7fbb5432d3c0            1          107
_ZNSt8numpunctIwE22_M_initialize_numpunctEP15__locale_struct  libstdc++.so.6       7fbb5432d160            1          349
_ZNSt8numpunctIcE22_M_initialize_numpunctEP15__locale_struct  libstdc++.so.6       7fbb5432cf30            1          413
_ZNSt10moneypunctIwLb0EE24_M_initialize_moneypunctEP15__locale_structPKc  libstdc++.so.6       7fbb5432c840            1          101
_ZNSt10moneypunctIwLb1EE24_M_initialize_moneypunctEP15__locale_structPKc  libstdc++.so.6       7fbb5432c270            1          101
_ZNSt10moneypunctIcLb0EE24_M_initialize_moneypunctEP15__locale_structPKc  libstdc++.so.6       7fbb5432bd30            1          112
_ZNSt10moneypunctIcLb1EE24_M_initialize_moneypunctEP15__locale_structPKc  libstdc++.so.6       7fbb5432b7f0            1          112
_ZNSt5ctypeIwE19_M_initialize_ctypeEv  libstdc++.so.6       7fbb5432b110            1         2757
_ZNKSt5ctypeIwE19_M_convert_to_wmaskEt  libstdc++.so.6       7fbb5432ab60           12          129
 _ZNSt5ctypeIcEC2EPKtbm  libstdc++.so.6       7fbb5432a8a0            1          159
       _ZNSt6localeC1Ev  libstdc++.so.6       7fbb54323d70           22          418
 _ZNSt6locale5_ImplC1Em  libstdc++.so.6       7fbb54322ba0            1          819
_ZNSt6locale5_Impl16_M_install_facetEPKNS_2idEPKNS_5facetE  libstdc++.so.6       7fbb543227f0           28         7420
_ZNKSt6locale2id5_M_idEv  libstdc++.so.6       7fbb543227b0           84          644
       _ZNSt6localeD1Ev  libstdc++.so.6       7fbb54322410            8           80
    _ZNSt6localeaSERKS_  libstdc++.so.6       7fbb54322390            8          120
_ZNSt6locale5facet13_S_get_c_nameEv  libstdc++.so.6       7fbb543221e0            5           10
_ZNSt6locale5facet15_S_get_c_localeEv  libstdc++.so.6       7fbb543221a0           10          100
_ZNSt8__detail15_List_node_base7_M_hookEPS0_  libstdc++.so.6       7fbb54321900            3           21
_ZNSt8ios_base7_M_initEv  libstdc++.so.6       7fbb54321780            8          144
_ZNSt8ios_base4InitD1Ev  libstdc++.so.6       7fbb54321480            4           50
_ZNSt8ios_base4InitC2Ev  libstdc++.so.6       7fbb54320bb0            4          333
     _ZNSt8ios_baseC2Ev  libstdc++.so.6       7fbb543206b0            8          472
     _ZNSt5ctypeIwEC2Em  libstdc++.so.6       7fbb543202c0            1           19
_ZNSt7codecvtIwc11__mbstate_tEC2Em  libstdc++.so.6       7fbb5431d680            1           17
_ZNSt7codecvtIcc11__mbstate_tEC1Em  libstdc++.so.6       7fbb5431d5e0            1           17
_ZNK10__cxxabiv121__vmi_class_type_info12__do_dyncastElNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE  libstdc++.so.6       7fbb54312ce0            8          464
_ZNK10__cxxabiv120__si_class_type_info12__do_dyncastElNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE  libstdc++.so.6       7fbb54312330           40         1400
                  _Znam  libstdc++.so.6       7fbb54311fb0           16           64
                  _Znwm  libstdc++.so.6       7fbb54311ea0           23          345
    __cxa_guard_release  libstdc++.so.6       7fbb54311cd0            1            7
    __cxa_guard_acquire  libstdc++.so.6       7fbb54311b80            1           30
         __dynamic_cast  libstdc++.so.6       7fbb54310220           48         1968
                 _ZdaPv  libstdc++.so.6       7fbb54310200           16           16
                 _ZdlPv  libstdc++.so.6       7fbb543101d0           23           69
                  .text  libstdc++.so.6       7fbb5430e610            1          294
                   .plt  libstdc++.so.6       7fbb5430bce0           68         1137
                  _init  libstdc++.so.6       7fbb5430bcc0            1            6
                 memcpy ld-linux-x86-64.so.2       7fbb67a03520           37         1149
              __mempcpy ld-linux-x86-64.so.2       7fbb67a032f0           32          632
                 memset ld-linux-x86-64.so.2       7fbb67a032e0           45        10977
                 memcmp ld-linux-x86-64.so.2       7fbb67a02c50           24         2013
                 strlen ld-linux-x86-64.so.2       7fbb67a025f0           28         1467
                 strcmp ld-linux-x86-64.so.2       7fbb67a025c0        22608       161364
                 strchr ld-linux-x86-64.so.2       7fbb67a02540           23          764
       __GI___sigsetjmp ld-linux-x86-64.so.2       7fbb67a02260           17          323
             __mprotect ld-linux-x86-64.so.2       7fbb67a02190           14           70
                 munmap ld-linux-x86-64.so.2       7fbb67a02170            1            5
                 __mmap ld-linux-x86-64.so.2       7fbb67a02140           22          132
                  close ld-linux-x86-64.so.2       7fbb67a02120            7           35
                 access ld-linux-x86-64.so.2       7fbb67a02070            1            9
                   read ld-linux-x86-64.so.2       7fbb67a02030            6           30
                 __open ld-linux-x86-64.so.2       7fbb67a02010            7           35
               __fxstat ld-linux-x86-64.so.2       7fbb67a01f90            7           70
                 __sbrk ld-linux-x86-64.so.2       7fbb67a00d50            1           17
                  __brk ld-linux-x86-64.so.2       7fbb67a00cf0            1           12
                   free ld-linux-x86-64.so.2       7fbb67a007c0            2           12
                 calloc ld-linux-x86-64.so.2       7fbb67a00780           22          176
                 malloc ld-linux-x86-64.so.2       7fbb67a00770           45          135
        __libc_memalign ld-linux-x86-64.so.2       7fbb67a00660           46         1475
  _dl_next_ld_env_entry ld-linux-x86-64.so.2       7fbb67a005a0            1          571
 _dl_discover_osversion ld-linux-x86-64.so.2       7fbb67a003c0            1           53
_dl_sysdep_start_cleanup ld-linux-x86-64.so.2       7fbb67a00200            1            1
       _dl_sysdep_start ld-linux-x86-64.so.2       7fbb679fff40            1          557
       _dl_unload_cache ld-linux-x86-64.so.2       7fbb679fff00            1           10
  _dl_load_cache_lookup ld-linux-x86-64.so.2       7fbb679ff9b0            6         1649
       _dl_cache_libcmp ld-linux-x86-64.so.2       7fbb679ff8d0           65         4685
    _dl_runtime_resolve ld-linux-x86-64.so.2       7fbb679ff160          126         2646
_dl_find_dso_for_object ld-linux-x86-64.so.2       7fbb679fd710            1           69
    _dl_add_to_slotinfo ld-linux-x86-64.so.2       7fbb679fca20            3           60
         __tls_get_addr ld-linux-x86-64.so.2       7fbb679fc970            1           11
       _dl_allocate_tls ld-linux-x86-64.so.2       7fbb679fc550            7           49
  _dl_allocate_tls_init ld-linux-x86-64.so.2       7fbb679fc330            8         1312
_dl_allocate_tls_storage ld-linux-x86-64.so.2       7fbb679fc1f0            1          324
_dl_get_tls_static_info ld-linux-x86-64.so.2       7fbb679fc1d0            1            5
_dl_determine_tlsoffset ld-linux-x86-64.so.2       7fbb679fbf60            1          144
     _dl_next_tls_modid ld-linux-x86-64.so.2       7fbb679fbe80            3           24
           allocate_dtv ld-linux-x86-64.so.2       7fbb679fbe30            8          152
 _dl_check_all_versions ld-linux-x86-64.so.2       7fbb679fb1a0            1          145
 _dl_check_map_versions ld-linux-x86-64.so.2       7fbb679fad20            9         6116
           match_symbol ld-linux-x86-64.so.2       7fbb679fa960           39         3917
_dl_higher_prime_number ld-linux-x86-64.so.2       7fbb679fa8f0            2          144
       _dl_name_match_p ld-linux-x86-64.so.2       7fbb679fa880          700        18982
_dl_sysdep_read_whole_file ld-linux-x86-64.so.2       7fbb679fa6e0            1           41
   _dl_debug_initialize ld-linux-x86-64.so.2       7fbb679fa0b0            8           73
        _dl_debug_state ld-linux-x86-64.so.2       7fbb679fa0a0            2            2
               _dl_fini ld-linux-x86-64.so.2       7fbb679f9c80            1          513
          _dl_sort_fini ld-linux-x86-64.so.2       7fbb679f99f0            1         1028
               _dl_init ld-linux-x86-64.so.2       7fbb679f98d0            1          135
       call_init.part.0 ld-linux-x86-64.so.2       7fbb679f97c0            8          459
      _dl_receive_error ld-linux-x86-64.so.2       7fbb679f9760            1           28
        _dl_catch_error ld-linux-x86-64.so.2       7fbb679f9680           17          612
              _dl_fixup ld-linux-x86-64.so.2       7fbb679f8b70          126        10692
   _dl_important_hwcaps ld-linux-x86-64.so.2       7fbb679f8430            1          324
    _dl_map_object_deps ld-linux-x86-64.so.2       7fbb679f72a0            1         3687
                openaux ld-linux-x86-64.so.2       7fbb679f7260           17          289
    _dl_relocate_object ld-linux-x86-64.so.2       7fbb679f5d10            8       219708
      _dl_protect_relro ld-linux-x86-64.so.2       7fbb679f5bd0            8          152
         _dl_new_object ld-linux-x86-64.so.2       7fbb679f56f0            8         1385
_dl_add_to_namespace_list ld-linux-x86-64.so.2       7fbb679f5660            8          362
         _dl_setup_hash ld-linux-x86-64.so.2       7fbb679f55b0            9          214
    _dl_lookup_symbol_x ld-linux-x86-64.so.2       7fbb679f4540         1384       538927
            do_lookup_x ld-linux-x86-64.so.2       7fbb679f3bd0         1384       330408
       check_match.9447 ld-linux-x86-64.so.2       7fbb679f3a50         1372        69198
         _dl_map_object ld-linux-x86-64.so.2       7fbb679f2e70           17         3892
         _dl_init_paths ld-linux-x86-64.so.2       7fbb679f29f0            1          118
 _dl_map_object_from_fd ld-linux-x86-64.so.2       7fbb679f1050            6         5578
            open_verify ld-linux-x86-64.so.2       7fbb679f0530            6         1178
           local_strdup ld-linux-x86-64.so.2       7fbb679f0020            6          102
              _dl_start ld-linux-x86-64.so.2       7fbb679ef740            1          812
     version_check_doit ld-linux-x86-64.so.2       7fbb679ef700            1           10
                dl_main ld-linux-x86-64.so.2       7fbb679ec680            1         1453
rtld_lock_default_unlock_recursive ld-linux-x86-64.so.2       7fbb679ec200           59          118
rtld_lock_default_lock_recursive ld-linux-x86-64.so.2       7fbb679ec1f0           59          118
_dl_initial_error_catch_tsd ld-linux-x86-64.so.2       7fbb679ec1e0           19           38
               init_tls ld-linux-x86-64.so.2       7fbb679ebe3e            1          108
                   .plt ld-linux-x86-64.so.2       7fbb679eba70            0          120
                  _fini            sssp             40c034            1            3
        __libc_csu_init            sssp             40bfc0            1           69
_ZNSt6vectorISt4listIP20gm_complex_data_typeSaIS2_EESaIS4_EE17_M_default_appendEm            sssp             40b4b0            1          129
_ZNSt6vectorISt4listIPvSaIS1_EESaIS3_EE17_M_default_appendEm            sssp             40b2e0            1          129
_ZN13gm_mem_helper6resizeEi            sssp             40b1b0            1           46
     _Z13gm_rt_cleanupv            sssp             40b1a0            1            2
_Z19gm_rt_allocate_boolmi            sssp             40af80            2           50
_Z18gm_rt_allocate_intmi            sssp             40ae80            1           29
_ZN13gm_mem_helper7cleanupEv            sssp             40ad20            1          200
 _ZN13gm_mem_helperD2Ev            sssp             409050            1          142
   _Z15gm_rt_thread_idv            sssp             408f90            3            3
_Z21gm_rt_set_num_threadsi            sssp             408f20            1           16
  _Z16gm_rt_initializev            sssp             408e50            1           12
_ZN10gm_runtime10initializeEv            sssp             408c40            1           36
_ZN10gm_runtime19expand_random_seedsEii            sssp             408980            1          139
_ZN10gm_runtime15set_num_threadsEi._omp_fn.0            sssp             408930            8           72
    _ZN10gm_runtimeD2Ev            sssp             4088e0            1            5
_ZN8gm_graph11load_binaryEPc            sssp             406ef0            1          225
_ZN8gm_graph20load_binary_internalEP8_IO_FILEjb._omp_fn.0            sssp             406a30            1           57
_ZN8gm_graph20load_binary_internalEP8_IO_FILEjb._omp_fn.1            sssp             406980            1           43
_ZN8gm_graph18make_reverse_edgesEv            sssp             405960            2          167
  _ZN8gm_graph6freezeEv            sssp             405940            1            3
_ZN8gm_graph12do_semi_sortEv            sssp             405610            1           48
_ZL14semi_sort_mainiiPiS_S_S_._omp_fn.6            sssp             404e20            2          212
_ZN8gm_graph11clear_graphEv            sssp             4043f0            2           50
_ZN8gm_graph32allocate_memory_for_frozen_graphEii            sssp             4040a0            1           31
       _ZN8gm_graphD1Ev            sssp             403fb0            1           37
_ZN8gm_graph19delete_frozen_graphEv            sssp             403ec0            3          138
       _ZN8gm_graphC2Ev            sssp             403b40            1           74
_ZN8gm_graph18make_reverse_edgesEv._omp_fn.0            sssp             403ae0            1           29
_ZN8gm_graph18make_reverse_edgesEv._omp_fn.1            sssp             4039a0            1           40
_ZN8gm_graph18make_reverse_edgesEv._omp_fn.2            sssp             4038c0            1           42
_ZN8gm_graph18make_reverse_edgesEv._omp_fn.3            sssp             403810            1           38
_ZN8gm_graph12do_semi_sortEv._omp_fn.7            sssp             403780            1           35
_Z22gm_spinlock_table_initv            sssp             4034e0            1       408963
  _ZN7my_main7prepareEv            sssp             403330            1           42
      _ZN7my_main3runEv            sssp             403300            1            9
        _ZN7my_mainD1Ev            sssp             4032c0            1           15
_ZN7my_main12post_processEv            sssp             403280            1          101
_ZN6main_t10check_argsEiPPc            sssp             403230            1            2
   _ZN6main_t7cleanupEv            sssp             403220            1            2
_ZN7my_main7prepareEv._omp_fn.0            sssp             403160            1           37
_Z4ssspR8gm_graphPiS1_Ri            sssp             402f50            1          153
