===============================================
MyPinTool analysis results: 
Number of instructions: 7971640
_pthread_cleanup_push_defer libpthread.so.0       7f5a6c4ff420           17          238
           pthread_once libpthread.so.0       7f5a6c4fe420           32          176
    pthread_setspecific libpthread.so.0       7f5a6c4fdf70            2           68
     pthread_key_delete libpthread.so.0       7f5a6c4fdeb0            1           14
   __pthread_key_create libpthread.so.0       7f5a6c4fde50            1           19
 __pthread_mutex_unlock libpthread.so.0       7f5a6c4fc610            2            4
__pthread_mutex_unlock_usercnt libpthread.so.0       7f5a6c4fc530            2           64
   __pthread_mutex_lock libpthread.so.0       7f5a6c4fb290            2           68
pthread_attr_setdetachstate libpthread.so.0       7f5a6c4faba0            1            5
      pthread_attr_init libpthread.so.0       7f5a6c4faad0            1           31
           pthread_self libpthread.so.0       7f5a6c4fa790            1            2
         pthread_create libpthread.so.0       7f5a6c4f9310            7         1526
           start_thread libpthread.so.0       7f5a6c4f9010            7          266
   do_clone.constprop.3 libpthread.so.0       7f5a6c4f8280            7          224
__pthread_initialize_minimal libpthread.so.0       7f5a6c4f7b30            1          161
            frame_dummy libpthread.so.0       7f5a6c4f7990            1            3
  __do_global_dtors_aux libpthread.so.0       7f5a6c4f7950            1           12
     register_tm_clones libpthread.so.0       7f5a6c4f7910            1           13
   deregister_tm_clones libpthread.so.0       7f5a6c4f78e0            1            9
                   .plt libpthread.so.0       7f5a6c4f6540           15          116
                  _init libpthread.so.0       7f5a6c4f6530            1            4
                  .fini   libgcc_s.so.1       7f5a6c721668            1            3
   __cpu_indicator_init   libgcc_s.so.1       7f5a6c712150            1           81
                  .text   libgcc_s.so.1       7f5a6c711fd0            0           93
                   .plt   libgcc_s.so.1       7f5a6c711d00            1            5
                  _init   libgcc_s.so.1       7f5a6c711cd8            1            6
                  .fini    libgomp.so.1       7f5a6c931350            1            3
     omp_get_thread_num    libgomp.so.1       7f5a6c92e010           18           72
    omp_get_num_threads    libgomp.so.1       7f5a6c92dfe0            7           49
      GOMP_parallel_end    libgomp.so.1       7f5a6c92df90           16           48
    GOMP_parallel_start    libgomp.so.1       7f5a6c92df60           16          304
   GOMP_loop_end_nowait    libgomp.so.1       7f5a6c92cda0            8            8
 GOMP_loop_dynamic_next    libgomp.so.1       7f5a6c92ca10            8            8
GOMP_loop_dynamic_start    libgomp.so.1       7f5a6c92c1c0            8          576
    omp_get_max_threads    libgomp.so.1       7f5a6c92b440            2           18
    omp_set_num_threads    libgomp.so.1       7f5a6c92b210            2           28
                  .text    libgomp.so.1       7f5a6c92a030            0          427
                   .plt    libgomp.so.1       7f5a6c929d90           14          143
                  _init    libgomp.so.1       7f5a6c929d68            1            6
                  _fini       libm.so.6       7f5a6cba7c38            1            3
           __ceil_sse41       libm.so.6       7f5a6cb4f440            2            4
            frame_dummy       libm.so.6       7f5a6cb3ac30            1            3
  __do_global_dtors_aux       libm.so.6       7f5a6cb3abf0            1           12
     register_tm_clones       libm.so.6       7f5a6cb3abb0            1           13
   deregister_tm_clones       libm.so.6       7f5a6cb3ab80            1            9
                   .plt       libm.so.6       7f5a6cb3a680            1            6
                  _init       libm.so.6       7f5a6cb3a660            1            6
                  .fini  libstdc++.so.6       7f5a6cf20c1c            1            3
_ZNSt14error_categoryC2Ev  libstdc++.so.6       7f5a6cf13c80            3           12
_ZNSt14error_categoryD1Ev  libstdc++.so.6       7f5a6cf13af0            3           12
_ZNKSt8__detail20_Prime_rehash_policy11_M_next_bktEm  libstdc++.so.6       7f5a6cf132f0            2           50
 _ZSt15future_categoryv  libstdc++.so.6       7f5a6cf130f0            1           21
_ZSt9has_facetISt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEEbRKSt6locale  libstdc++.so.6       7f5a6cf04e10            4           84
_ZSt9has_facetISt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEEbRKSt6locale  libstdc++.so.6       7f5a6cf04dc0            4           84
_ZSt9has_facetISt5ctypeIwEEbRKSt6locale  libstdc++.so.6       7f5a6cf04c80            4           84
_ZSt9use_facetISt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEERKT_RKSt6locale  libstdc++.so.6       7f5a6cf03b80            4           76
_ZSt9use_facetISt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEERKT_RKSt6locale  libstdc++.so.6       7f5a6cf03b30            4           76
_ZSt9use_facetISt5ctypeIwEERKT_RKSt6locale  libstdc++.so.6       7f5a6cf02f20            4           76
  _ZNSt8messagesIwEC1Em  libstdc++.so.6       7f5a6cf02a90            1           19
_ZNSt11__timepunctIwEC2EPSt17__timepunct_cacheIwEm  libstdc++.so.6       7f5a6cf022c0            1           22
_ZNSt13basic_ostreamIwSt11char_traitsIwEE5flushEv  libstdc++.so.6       7f5a6cef8b70            3           42
          _ZNSo5flushEv  libstdc++.so.6       7f5a6cef6930            3           42
_ZN9__gnu_cxx18stdio_sync_filebufIwSt11char_traitsIwEE4syncEv  libstdc++.so.6       7f5a6cef6020            3            6
_ZN9__gnu_cxx18stdio_sync_filebufIcSt11char_traitsIcEE4syncEv  libstdc++.so.6       7f5a6cef6010            3            6
_ZSt9has_facetISt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEEbRKSt6locale  libstdc++.so.6       7f5a6ceea310            4           84
_ZSt9has_facetISt7num_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEEbRKSt6locale  libstdc++.so.6       7f5a6ceea2c0            4           84
_ZSt9has_facetISt5ctypeIcEEbRKSt6locale  libstdc++.so.6       7f5a6ceea180            4           84
_ZSt9use_facetISt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEERKT_RKSt6locale  libstdc++.so.6       7f5a6cee9570            4           76
_ZSt9use_facetISt7num_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEERKT_RKSt6locale  libstdc++.so.6       7f5a6cee9520            4           76
_ZSt9use_facetISt5ctypeIcEERKT_RKSt6locale  libstdc++.so.6       7f5a6cee8700            4           76
  _ZNSt8messagesIcEC1Em  libstdc++.so.6       7f5a6cee8270            1           19
_ZNSt11__timepunctIcEC2EPSt17__timepunct_cacheIcEm  libstdc++.so.6       7f5a6cee7aa0            1           22
_ZNSt9basic_iosIwSt11char_traitsIwEE4initEPSt15basic_streambufIwS1_E  libstdc++.so.6       7f5a6cedfe40            4           88
_ZNSt9basic_iosIwSt11char_traitsIwEE15_M_cache_localeERKSt6locale  libstdc++.so.6       7f5a6cedfd00            4          120
_ZNSt9basic_iosIcSt11char_traitsIcEE4initEPSt15basic_streambufIcS1_E  libstdc++.so.6       7f5a6cedf6e0            4           88
_ZNSt9basic_iosIcSt11char_traitsIcEE15_M_cache_localeERKSt6locale  libstdc++.so.6       7f5a6cedf5a0            4          120
_ZNSt6locale5facet18_S_create_c_localeERP15__locale_structPKcS2_  libstdc++.so.6       7f5a6cededf0            1            9
_ZNSt11__timepunctIwE23_M_initialize_timepunctEP15__locale_struct  libstdc++.so.6       7f5a6ceddd50            1          105
_ZNSt11__timepunctIcE23_M_initialize_timepunctEP15__locale_struct  libstdc++.so.6       7f5a6cedd3c0            1          107
_ZNSt8numpunctIwE22_M_initialize_numpunctEP15__locale_struct  libstdc++.so.6       7f5a6cedd160            1          349
_ZNSt8numpunctIcE22_M_initialize_numpunctEP15__locale_struct  libstdc++.so.6       7f5a6cedcf30            1          413
_ZNSt10moneypunctIwLb0EE24_M_initialize_moneypunctEP15__locale_structPKc  libstdc++.so.6       7f5a6cedc840            1          101
_ZNSt10moneypunctIwLb1EE24_M_initialize_moneypunctEP15__locale_structPKc  libstdc++.so.6       7f5a6cedc270            1          101
_ZNSt10moneypunctIcLb0EE24_M_initialize_moneypunctEP15__locale_structPKc  libstdc++.so.6       7f5a6cedbd30            1          112
_ZNSt10moneypunctIcLb1EE24_M_initialize_moneypunctEP15__locale_structPKc  libstdc++.so.6       7f5a6cedb7f0            1          112
_ZNSt5ctypeIwE19_M_initialize_ctypeEv  libstdc++.so.6       7f5a6cedb110            1         2757
_ZNKSt5ctypeIwE19_M_convert_to_wmaskEt  libstdc++.so.6       7f5a6cedab60           12          129
 _ZNSt5ctypeIcEC2EPKtbm  libstdc++.so.6       7f5a6ceda8a0            1          159
       _ZNSt6localeC1Ev  libstdc++.so.6       7f5a6ced3d70           22          418
 _ZNSt6locale5_ImplC1Em  libstdc++.so.6       7f5a6ced2ba0            1          819
_ZNSt6locale5_Impl16_M_install_facetEPKNS_2idEPKNS_5facetE  libstdc++.so.6       7f5a6ced27f0           28         7420
_ZNKSt6locale2id5_M_idEv  libstdc++.so.6       7f5a6ced27b0           84          644
       _ZNSt6localeD1Ev  libstdc++.so.6       7f5a6ced2410            8           80
    _ZNSt6localeaSERKS_  libstdc++.so.6       7f5a6ced2390            8          120
_ZNSt6locale5facet13_S_get_c_nameEv  libstdc++.so.6       7f5a6ced21e0            5           10
_ZNSt6locale5facet15_S_get_c_localeEv  libstdc++.so.6       7f5a6ced21a0           10          100
_ZNSt8__detail15_List_node_base7_M_hookEPS0_  libstdc++.so.6       7f5a6ced1900            3           21
_ZNSt8ios_base7_M_initEv  libstdc++.so.6       7f5a6ced1780            8          144
_ZNSt8ios_base4InitD1Ev  libstdc++.so.6       7f5a6ced1480            4           50
_ZNSt8ios_base4InitC2Ev  libstdc++.so.6       7f5a6ced0bb0            4          333
     _ZNSt8ios_baseC2Ev  libstdc++.so.6       7f5a6ced06b0            8          472
     _ZNSt5ctypeIwEC2Em  libstdc++.so.6       7f5a6ced02c0            1           19
_ZNSt7codecvtIwc11__mbstate_tEC2Em  libstdc++.so.6       7f5a6cecd680            1           17
_ZNSt7codecvtIcc11__mbstate_tEC1Em  libstdc++.so.6       7f5a6cecd5e0            1           17
_ZNK10__cxxabiv121__vmi_class_type_info12__do_dyncastElNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE  libstdc++.so.6       7f5a6cec2ce0            8          464
_ZNK10__cxxabiv120__si_class_type_info12__do_dyncastElNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE  libstdc++.so.6       7f5a6cec2330           40         1400
                  _Znam  libstdc++.so.6       7f5a6cec1fb0           16           64
                  _Znwm  libstdc++.so.6       7f5a6cec1ea0           23          345
    __cxa_guard_release  libstdc++.so.6       7f5a6cec1cd0            1            7
    __cxa_guard_acquire  libstdc++.so.6       7f5a6cec1b80            1           30
         __dynamic_cast  libstdc++.so.6       7f5a6cec0220           48         1968
                 _ZdaPv  libstdc++.so.6       7f5a6cec0200           16           16
                 _ZdlPv  libstdc++.so.6       7f5a6cec01d0           23           69
                  .text  libstdc++.so.6       7f5a6cebe610            1          294
                   .plt  libstdc++.so.6       7f5a6cebbce0           68         1137
                  _init  libstdc++.so.6       7f5a6cebbcc0            1            6
                 memcpy ld-linux-x86-64.so.2       7f5a805b3520           37         1149
              __mempcpy ld-linux-x86-64.so.2       7f5a805b32f0           32          632
                 memset ld-linux-x86-64.so.2       7f5a805b32e0           45        10977
                 memcmp ld-linux-x86-64.so.2       7f5a805b2c50           24         2013
                 strlen ld-linux-x86-64.so.2       7f5a805b25f0           28         1467
                 strcmp ld-linux-x86-64.so.2       7f5a805b25c0        22662       161734
                 strchr ld-linux-x86-64.so.2       7f5a805b2540           23          764
       __GI___sigsetjmp ld-linux-x86-64.so.2       7f5a805b2260           17          323
             __mprotect ld-linux-x86-64.so.2       7f5a805b2190           14           70
                 munmap ld-linux-x86-64.so.2       7f5a805b2170            1            5
                 __mmap ld-linux-x86-64.so.2       7f5a805b2140           22          132
                  close ld-linux-x86-64.so.2       7f5a805b2120            7           35
                 access ld-linux-x86-64.so.2       7f5a805b2070            1            9
                   read ld-linux-x86-64.so.2       7f5a805b2030            6           30
                 __open ld-linux-x86-64.so.2       7f5a805b2010            7           35
               __fxstat ld-linux-x86-64.so.2       7f5a805b1f90            7           70
                 __sbrk ld-linux-x86-64.so.2       7f5a805b0d50            1           17
                  __brk ld-linux-x86-64.so.2       7f5a805b0cf0            1           12
                   free ld-linux-x86-64.so.2       7f5a805b07c0            2           12
                 calloc ld-linux-x86-64.so.2       7f5a805b0780           22          176
                 malloc ld-linux-x86-64.so.2       7f5a805b0770           45          135
        __libc_memalign ld-linux-x86-64.so.2       7f5a805b0660           46         1475
  _dl_next_ld_env_entry ld-linux-x86-64.so.2       7f5a805b05a0            1          571
 _dl_discover_osversion ld-linux-x86-64.so.2       7f5a805b03c0            1           53
_dl_sysdep_start_cleanup ld-linux-x86-64.so.2       7f5a805b0200            1            1
       _dl_sysdep_start ld-linux-x86-64.so.2       7f5a805aff40            1          557
       _dl_unload_cache ld-linux-x86-64.so.2       7f5a805aff00            1           10
  _dl_load_cache_lookup ld-linux-x86-64.so.2       7f5a805af9b0            6         1649
       _dl_cache_libcmp ld-linux-x86-64.so.2       7f5a805af8d0           65         4685
    _dl_runtime_resolve ld-linux-x86-64.so.2       7f5a805af160          127         2667
_dl_find_dso_for_object ld-linux-x86-64.so.2       7f5a805ad710            1           69
    _dl_add_to_slotinfo ld-linux-x86-64.so.2       7f5a805aca20            3           60
         __tls_get_addr ld-linux-x86-64.so.2       7f5a805ac970            1           11
       _dl_allocate_tls ld-linux-x86-64.so.2       7f5a805ac550            7           49
  _dl_allocate_tls_init ld-linux-x86-64.so.2       7f5a805ac330            8         1312
_dl_allocate_tls_storage ld-linux-x86-64.so.2       7f5a805ac1f0            1          324
_dl_get_tls_static_info ld-linux-x86-64.so.2       7f5a805ac1d0            1            5
_dl_determine_tlsoffset ld-linux-x86-64.so.2       7f5a805abf60            1          144
     _dl_next_tls_modid ld-linux-x86-64.so.2       7f5a805abe80            3           24
           allocate_dtv ld-linux-x86-64.so.2       7f5a805abe30            8          152
 _dl_check_all_versions ld-linux-x86-64.so.2       7f5a805ab1a0            1          145
 _dl_check_map_versions ld-linux-x86-64.so.2       7f5a805aad20            9         6116
           match_symbol ld-linux-x86-64.so.2       7f5a805aa960           39         3917
_dl_higher_prime_number ld-linux-x86-64.so.2       7f5a805aa8f0            2          144
       _dl_name_match_p ld-linux-x86-64.so.2       7f5a805aa880          706        19144
_dl_sysdep_read_whole_file ld-linux-x86-64.so.2       7f5a805aa6e0            1           41
   _dl_debug_initialize ld-linux-x86-64.so.2       7f5a805aa0b0            8           73
        _dl_debug_state ld-linux-x86-64.so.2       7f5a805aa0a0            2            2
               _dl_fini ld-linux-x86-64.so.2       7f5a805a9c80            1          513
          _dl_sort_fini ld-linux-x86-64.so.2       7f5a805a99f0            1         1028
               _dl_init ld-linux-x86-64.so.2       7f5a805a98d0            1          135
       call_init.part.0 ld-linux-x86-64.so.2       7f5a805a97c0            8          459
      _dl_receive_error ld-linux-x86-64.so.2       7f5a805a9760            1           28
        _dl_catch_error ld-linux-x86-64.so.2       7f5a805a9680           17          612
              _dl_fixup ld-linux-x86-64.so.2       7f5a805a8b70          127        10781
   _dl_important_hwcaps ld-linux-x86-64.so.2       7f5a805a8430            1          324
    _dl_map_object_deps ld-linux-x86-64.so.2       7f5a805a72a0            1         3687
                openaux ld-linux-x86-64.so.2       7f5a805a7260           17          289
    _dl_relocate_object ld-linux-x86-64.so.2       7f5a805a5d10            8       219708
      _dl_protect_relro ld-linux-x86-64.so.2       7f5a805a5bd0            8          152
         _dl_new_object ld-linux-x86-64.so.2       7f5a805a56f0            8         1385
_dl_add_to_namespace_list ld-linux-x86-64.so.2       7f5a805a5660            8          362
         _dl_setup_hash ld-linux-x86-64.so.2       7f5a805a55b0            9          214
    _dl_lookup_symbol_x ld-linux-x86-64.so.2       7f5a805a4540         1385       539116
            do_lookup_x ld-linux-x86-64.so.2       7f5a805a3bd0         1385       330926
       check_match.9447 ld-linux-x86-64.so.2       7f5a805a3a50         1373        69254
         _dl_map_object ld-linux-x86-64.so.2       7f5a805a2e70           17         3892
         _dl_init_paths ld-linux-x86-64.so.2       7f5a805a29f0            1          118
 _dl_map_object_from_fd ld-linux-x86-64.so.2       7f5a805a1050            6         5578
            open_verify ld-linux-x86-64.so.2       7f5a805a0530            6         1178
           local_strdup ld-linux-x86-64.so.2       7f5a805a0020            6          102
              _dl_start ld-linux-x86-64.so.2       7f5a8059f740            1          812
     version_check_doit ld-linux-x86-64.so.2       7f5a8059f700            1           10
                dl_main ld-linux-x86-64.so.2       7f5a8059c680            1         1453
rtld_lock_default_unlock_recursive ld-linux-x86-64.so.2       7f5a8059c200           59          118
rtld_lock_default_lock_recursive ld-linux-x86-64.so.2       7f5a8059c1f0           59          118
_dl_initial_error_catch_tsd ld-linux-x86-64.so.2       7f5a8059c1e0           19           38
               init_tls ld-linux-x86-64.so.2       7f5a8059be3e            1          108
                   .plt ld-linux-x86-64.so.2       7f5a8059ba70            0          120
                  _fini            sssp             40c034            1            3
        __libc_csu_init            sssp             40bfc0            1           69
_ZNSt6vectorISt4listIP20gm_complex_data_typeSaIS2_EESaIS4_EE17_M_default_appendEm            sssp             40b4b0            1          129
_ZNSt6vectorISt4listIPvSaIS1_EESaIS3_EE17_M_default_appendEm            sssp             40b2e0            1          129
_ZN13gm_mem_helper6resizeEi            sssp             40b1b0            1           46
     _Z13gm_rt_cleanupv            sssp             40b1a0            1            2
_Z19gm_rt_allocate_boolmi            sssp             40af80            2           50
_Z18gm_rt_allocate_intmi            sssp             40ae80            1           29
_ZN13gm_mem_helper7cleanupEv            sssp             40ad20            1          200
 _ZN13gm_mem_helperD2Ev            sssp             409050            1          142
   _Z15gm_rt_thread_idv            sssp             408f90            3            3
_Z21gm_rt_set_num_threadsi            sssp             408f20            1           16
  _Z16gm_rt_initializev            sssp             408e50            1           12
_ZN10gm_runtime10initializeEv            sssp             408c40            1           36
_ZN10gm_runtime19expand_random_seedsEii            sssp             408980            1          139
_ZN10gm_runtime15set_num_threadsEi._omp_fn.0            sssp             408930            8           72
    _ZN10gm_runtimeD2Ev            sssp             4088e0            1            5
_ZN8gm_graph11load_binaryEPc            sssp             406ef0            1          225
_ZN8gm_graph20load_binary_internalEP8_IO_FILEjb._omp_fn.0            sssp             406a30            1           57
_ZN8gm_graph20load_binary_internalEP8_IO_FILEjb._omp_fn.1            sssp             406980            1           43
_ZN8gm_graph18make_reverse_edgesEv            sssp             405960            2          167
  _ZN8gm_graph6freezeEv            sssp             405940            1            3
_ZN8gm_graph12do_semi_sortEv            sssp             405610            1           48
_ZL14semi_sort_mainiiPiS_S_S_._omp_fn.6            sssp             404e20            2          212
_ZN8gm_graph11clear_graphEv            sssp             4043f0            2           50
_ZN8gm_graph32allocate_memory_for_frozen_graphEii            sssp             4040a0            1           31
       _ZN8gm_graphD1Ev            sssp             403fb0            1           37
_ZN8gm_graph19delete_frozen_graphEv            sssp             403ec0            3          138
       _ZN8gm_graphC2Ev            sssp             403b40            1           74
_ZN8gm_graph18make_reverse_edgesEv._omp_fn.0            sssp             403ae0            1           29
_ZN8gm_graph18make_reverse_edgesEv._omp_fn.1            sssp             4039a0            1           40
_ZN8gm_graph18make_reverse_edgesEv._omp_fn.2            sssp             4038c0            1           42
